rok,rodzaj,przedsiębiorstwa objęte badaniem,przychody z całokształtu działalności (przychody ogółem),zysk brutto,zysk netto,kredyty bankowe i pożyczki,wynik finansowy brutto,wskaźnik płynności finansowej I stopnia,przychody netto ze sprzedaży towarów i materiałów,aktywa obrotowe,zobowiązania długoterminowe,wskaźnik rentowności obrotu netto,"przychody netto ze sprzedaży produktów, towarów i materiałów",wartość sprzedanych towarów i materiałów,należności krótkoterminowe z tytułu dostaw i usług,zapasy - towary,wskaźnik poziomu kosztów,obowiązkowe obciążenia wyniku finansowego brutto - podatek dochodowy,pozostałe koszty operacyjne,koszt sprzedanych produktów,obowiązkowe obciążenia wyniku finansowego brutto,udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności,zapasy - półprodukty i produkty w toku,wynik finansowy na działalności gospodarczej,przychody netto ze sprzedaży produktów,wskaźnik rentowności sprzedaży brutto,inwestycje krótkoterminowe,zobowiązania krótkoterminowe,zapasy - produkty gotowe,pozostałe przychody operacyjne,strata brutto,koszty uzyskania przychodów z całokształtu działalności (koszty ogółem),wskaźnik płynności finansowej II stopnia,wynik finansowy netto,wskaźnik rentowności obrotu brutto,udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw,należności krótkoterminowe,"wynik finansowy ze sprzedaży produktów, towarów i materiałów",pozostałe przychody operacyjne - dotacje,koszty finansowe,wynik zdarzeń nadzwyczajnych,zapasy - materiały,"zobowiązania krótkoterminowe z tytułu podatków, ceł, ubezpieczeń i innych świadczeń",przychody finansowe,zapasy,zobowiązania krótkoterminowe z tytułu dostaw i usług,strata netto,krótkoterminowe rozliczenia międzyokresowe
2011,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,577,23461858000,1477451000,1165801000,1280937000,1350242000,0.78,3701841000,8290427000,7746738000,0.044000000000000004,22278123000,3241363000,2593385000,134008000,0.943,315134000,517854000,17924012000,315134000,0.888,96070000,1346402000.0,18576282000,0.05,3923378000,5028959000,64168000,869209000,127209000,22115456000,1.463,1035108000,0.057999999999999996,0.8440000000000001,3434065000,1112748000,164542000,432227000,3840000.0,431629000,615353000,314526000,744497000,1590056000,130693000,188487000
2012,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,590,23581851000,1516934000,1213815000,1409321000,1360006000,0.8220000000000001,2958204000,8272047000,7969006000,0.045,22213351000,2551057000,2522643000,100128000,0.9420000000000001,309824000,606493000,18625057000,309824000,0.868,69646000,1358285000.0,19255147000,0.047,4022300000,4892222000,58008000,970253000,156928000,22223566000,1.516,1050182000,0.057999999999999996,0.8190000000000001,3392950000,1037237000,224600000,440959000,1721000.0,391023000,634362000,398247000,628192000,1495304000,163633000,228605000
2013,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,603,25417471000,2762871000,2452816000,1480384000,2504302000,0.88,2817678000,9385443000,8385365000,0.086,23055751000,2445271000,2757726000,132653000,0.9009999999999999,318000000,558304000,19437103000,318000000,0.821,44738000,2505457000.0,20238073000,0.051,4827110000,5484138000,73169000,2054612000,258569000,22912014000,1.5419999999999998,2186302000,0.099,0.823,3628114000,1173377000,286564000,471336000,-1155000.0,401069000,732605000,307108000,671763000,1612736000,266514000,258456000
2014,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,603,25073304000,1847162000,1495074000,1523108000,1665133000,0.845,2604868000,9753780000,8483119000,0.052000000000000005,23670559000,2213998000,2741862000,128251000,0.934,352371000,520978000,20256707000,352371000,0.851,54087000,1666968000.0,21065691000,0.051,5013315000,5932520000,78744000,1112286000,182029000,23406336000,1.479,1312762000,0.066,0.8470000000000001,3760777000,1199854000,374547000,414653000,-1835000.0,400810000,757021000,290459000,699617000,1633723000,182312000,280071000
2015,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,626,26021872000,2099581000,1731118000,1449935000,1964990000,0.8540000000000001,2539199000,9089526000,9548627000,0.061,24461664000,2177392000,2699250000,129560000,0.924,368548000,590686000,20904816000,368548000,0.8690000000000001,51679000,1965801000.0,21922465000,0.055999999999999994,4375318000,5122347000,81405000,1292054000,134591000,24056071000,1.5930000000000002,1596442000,0.076,0.863,3787049000,1379456000,456673000,383177000,-811000.0,344958000,718891000,268154000,649603000,1537960000,134676000,277556000
2016,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,653,26763473000,2208296000,1791937000,1494091000,2064873000,1.0170000000000001,2142715000,10130888000,8954220000,0.062000000000000006,25269208000,1726177000,2935816000,104786000,0.923,418393000,485971000,22095947000,418393000,0.892,64920000,,23126493000,0.057,5496642000,5403858000,70015000,1271679000,143423000,24698600000,1.695,1646480000,0.077,0.8470000000000001,3663203000,1447084000,553112000,390505000,,430601000,752781000,222586000,675830000,1762038000,145457000,295213000
2017,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,670,28147743000,2106565000,1732598000,1669020000,1907329000,0.993,2458365000,10749184000,8664668000,0.054000000000000006,26504855000,1997880000,3101623000,114480000,0.932,376731000,630587000,23220867000,376731000,0.915,70881000,,24046490000,0.049,5774793000,5817117000,94059000,1418001000,199236000,26240414000,1.67,1530598000,0.068,0.821,3938867000,1286108000,585985000,391080000,,411297000,752029000,224887000,709738000,1951528000,202000000,325786000
2018,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,682,30005352000,2023258000,1650446000,1784658000,1688046000,0.881,2639791000,11198026000,8381170000,0.044000000000000004,28375834000,2155448000,3295425000,133472000,0.9440000000000001,373033000,557386000,25217881000,373033000,0.8470000000000001,65789000,,25736043000,0.035,5787298000,6568107000,94174000,1404663000,335212000,28317306000,1.536,1315013000,0.055999999999999994,0.799,4298105000,1002505000,639958000,386591000,,438787000,841181000,224855000,755529000,2181765000,335433000,357094000
2019,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,686,32779186000,2263320000,1889090000,1662019000,2108620000,0.8190000000000001,2440700000,12477531000,8198476000,0.053,31107014000,1917972000,3617607000,175816000,0.9359999999999999,380108000,580055000,27796604000,380108000,0.8320000000000001,67847000,,28666314000,0.045,5858324000,7155238000,106425000,1384959000,154700000,30670566000,1.574,1728512000,0.064,0.8079999999999999,5401392000,1392438000,683141000,375935000,,471808000,968094000,287213000,839210000,2347136000,160578000,378605000
2020,Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,685,36664426000,3289880000,2778286000,1782322000,3111667000,0.8640000000000001,2168912000,13906986000,8182317000,0.071,34600531000,1700644000,4075448000,167744000,0.915,522680000,899776000,30589666000,522680000,0.833,52825000,,32431619000,0.067,6437570000,7447222000,87817000,1825162000,178213000,33552759000,1.7,2588987000,0.085,0.8009999999999999,6221536000,2310221000,766810000,362673000,,488596000,1148306000,238733000,818154000,2338193000,189299000,429726000
2011,"Działalność profesjonalna, naukowa i techniczna",515,35066628000,3401702000,3020226000,1109620000,2771811000,0.685,2897623000,16237606000,6605749000,0.068,31436827000,2374348000,6234931000,97003000,0.9209999999999999,378909000,1100302000,27554081000,378909000,0.902,287372000,2771578000.0,28539204000,0.048,6035707000,8809485000,9248000,1407693000,629891000,32295050000,1.6630000000000003,2392902000,0.079,0.79,8617774000,1508398000,86687000,1266319000,233000.0,167784000,738374000,2222108000,584571000,3706091000,627324000,999554000
2012,"Działalność profesjonalna, naukowa i techniczna",552,37959000000,3602685000,3260040000,2097554000,1548158000,0.53,4300686000,16828115000,7395315000,0.032,33741959000,3530769000,6740357000,199511000,0.9590000000000001,339387000,2178185000,29120969000,339387000,0.876,239769000,1548193000.0,29441273000,0.032,5839434000,11025394000,17262000,2640899000,2054527000,36410807000,1.371,1208771000,0.040999999999999995,0.774,9279688000,1090221000,82600000,1580884000,-35000.0,183352000,859139000,1576142000,663691000,4770004000,2051269000,1045302000
2013,"Działalność profesjonalna, naukowa i techniczna",548,40005200000,3739218000,3366500000,2539634000,3250116000,0.624,5168683000,18457776000,8836883000,0.07200000000000001,35734486000,4284408000,7111309000,278983000,0.919,365263000,1450773000,29875174000,365263000,0.823,262786000,3247975000.0,30565803000,0.044000000000000004,7627409000,12214447000,19744000,2748019000,489102000,36757225000,1.361,2884853000,0.081,0.79,8999598000,1574904000,144394000,1146870000,2141000.0,123723000,942774000,1522695000,738550000,4855701000,481647000,1092219000
2014,"Działalność profesjonalna, naukowa i techniczna",559,42814198000,4531688000,4145599000,1602130000,3855560000,0.81,5690202000,19528056000,10838841000,0.081,38768421000,4549371000,7582036000,265242000,0.91,403867000,1059143000,32203322000,403867000,0.7809999999999999,236368000,3855556000.0,33078219000,0.052000000000000005,8020137000,9900672000,20548000,2478797000,676128000,38958642000,1.756,3451693000,0.09,0.798,9367638000,2015728000,151359000,1146806000,4000.0,139151000,811514000,1566980000,746409000,4818787000,693906000,1393872000
2015,"Działalność profesjonalna, naukowa i techniczna",575,44958444000,3614276000,3231795000,1464806000,2902369000,0.721,6287317000,19988765000,9497196000,0.055999999999999994,40895318000,4854610000,8580170000,217448000,0.935,403303000,1719974000,33735609000,403303000,0.725,243626000,2902388000.0,34608001000,0.055999999999999994,7900305000,10951461000,23176000,1855705000,711907000,42056056000,1.672,2499066000,0.065,0.79,10411935000,2305099000,137148000,1745863000,-19000.0,125907000,896306000,2207421000,659763000,5211978000,732729000,1016762000
2016,"Działalność profesjonalna, naukowa i techniczna",598,47262420000,4321311000,3866850000,3159475000,3341550000,0.5770000000000001,6414756000,21225106000,7946075000,0.06,43545713000,4929927000,8776412000,264887000,0.929,501269000,917552000,36365664000,501269000,0.8170000000000001,309107000,,37130957000,0.052000000000000005,7782210000,13479893000,18479000,1674156000,979761000,43920870000,1.4140000000000001,2840281000,0.071,0.7690000000000001,11278560000,2250122000,192104000,1707727000,,177161000,1020153000,2042551000,845322000,5940675000,1026569000,1319014000
2017,"Działalność profesjonalna, naukowa i techniczna",644,45778259000,4846492000,4295943000,2055553000,4398306000,0.65,1286663000,22540920000,4578112000,0.084,41757276000,1145688000,9610015000,454544000,0.904,550453000,876312000,38275436000,550453000,0.855,263954000,,40470613000,0.055999999999999994,7732494000,11898521000,41243000,1590501000,448186000,41379953000,1.692,3847853000,0.096,0.783,12397135000,2336152000,164847000,1082517000,,198464000,1063609000,2430482000,1013889000,6169243000,448090000,1397402000
2018,"Działalność profesjonalna, naukowa i techniczna",650,49996912000,3839296000,3419750000,2308173000,2221798000,0.7690000000000001,1222570000,24365082000,8525707000,0.036000000000000004,47121189000,1071992000,10330356000,123252000,0.956,417164000,1237851000,44023097000,417164000,0.747,244272000,,45898619000,0.043,9500125000,12361038000,20524000,1411117000,1617498000,47775114000,1.767,1804634000,0.044000000000000004,0.8059999999999999,12346729000,2026100000,128418000,1442174000,,176419000,1149560000,1464606000,644666000,5815679000,1615116000,1873562000
2019,"Działalność profesjonalna, naukowa i techniczna",678,55387283000,5685833000,5179298000,3341964000,4241299000,0.633,2991983000,26982233000,11283002000,0.067,51318690000,2720382000,11225495000,327748000,0.923,552899000,966333000,45778501000,552899000,0.8029999999999999,339094000,,48326707000,0.055,9898693000,15634198000,29130000,1598199000,1444534000,51145984000,1.5250000000000001,3688400000,0.077,0.8009999999999999,13942317000,2819807000,199124000,1680768000,,248105000,1355896000,2470394000,1155306000,7459046000,1490898000,1985917000
2020,"Działalność profesjonalna, naukowa i techniczna",712,57940075000,6411000000,5845637000,4522222000,4514257000,0.845,3064376000,32811893000,74513846000,0.069,53409740000,2697530000,11633110000,270841000,0.922,495661000,1014280000,47536476000,495661000,0.812,237471000,,50345364000,0.059000000000000004,14317702000,16935206000,19504000,1792028000,1896743000,53425818000,1.766,4018596000,0.078,0.794,15593035000,3175734000,224320000,2177532000,,297899000,1450749000,2738307000,907246000,7121350000,1827041000,1993910000
2011,"Działalność związana z kulturą, rozrywką i rekreacją",54,12136774000,350580000,279690000,130286000,163830000,1.272,732969000,1244164000,792273000,0.008,11834521000,939903000,69207000,8639000,0.9870000000000001,70592000,115554000,10765479000,70592000,0.774,2173000,163832000.0,11101552000,0.011000000000000001,937425000,736848000,192000,219745000,186750000,11972942000,1.595,93238000,0.013000000000000001,0.444,237771000,129139000,100031000,152006000,-2000.0,20986000,133000000,82508000,32402000,252385000,186452000,36566000
2012,"Działalność związana z kulturą, rozrywką i rekreacją",52,11534945000,570983000,467751000,183401000,473140000,1.3940000000000001,470003000,1373275000,739335000,0.032,11073394000,760052000,85895000,10751000,0.9590000000000001,103331000,135880000,10102450000,103331000,0.8390000000000001,2979000,473172000.0,10603391000,0.019,990403000,710626000,192000,341577000,97843000,11061773000,1.841,369809000,0.040999999999999995,0.519,317557000,210892000,114600000,63391000,-32000.0,23983000,127312000,119974000,39098000,204952000,97942000,26217000
2013,"Działalność związana z kulturą, rozrywką i rekreacją",54,11050975000,512560000,426925000,221390000,363570000,1.2770000000000001,346610000,1301495000,1021537000,0.025,10626031000,953144000,57349000,6070000,0.9670000000000001,84960000,73378000,9571613000,84960000,0.89,707000,363569000.0,10279421000,0.01,1030997000,807432000,170000,299673000,148990000,10687406000,1.537,278610000,0.033,0.48100000000000004,209823000,101274000,116972000,89271000,1000.0,26509000,191023000,125271000,33630000,212163000,148315000,27045000
2014,"Działalność związana z kulturą, rozrywką i rekreacją",54,10082890000,369143000,304228000,146742000,214086000,1.499,166407000,1236949000,1279426000,0.015,9683904000,822855000,59893000,10030000,0.9790000000000001,65880000,95141000,8862619000,65880000,0.881,1582000,214090000.0,9517497000,0.0,966749000,644909000,192000,321695000,155057000,9868800000,1.8090000000000002,148206000,0.021,0.5,199899000,-1570000,125236000,88185000,-4000.0,32324000,172002000,77291000,44886000,190917000,156022000,25415000
2015,"Działalność związana z kulturą, rozrywką i rekreacją",51,10621900000,468712000,397302000,143778000,308419000,1.73,134522000,1420188000,1517340000,0.022000000000000002,10270917000,792574000,42086000,9352000,0.971,71685000,81146000,9306393000,71685000,0.918,1202000,308381000.0,10136395000,0.017,1154796000,667624000,192000,295598000,160293000,10313519000,2.0100000000000002,236734000,0.028999999999999998,0.549,187244000,171950000,112641000,133406000,38000.0,33733000,168606000,55385000,44717000,175358000,160568000,33431000
2016,"Działalność związana z kulturą, rozrywką i rekreacją",50,11669460000,618077000,502267000,152674000,450729000,1.577,181303000,1629313000,1780636000,0.028999999999999998,11339870000,1070344000,66740000,12393000,0.961,114995000,100613000,9932245000,114995000,0.922,2173000,,11158567000,0.03,1293387000,819978000,192000,271659000,167348000,11218731000,1.8800000000000001,335734000,0.039,0.48,248579000,337281000,111626000,115529000,,32255000,194034000,57931000,47910000,221322000,166533000,39437000
2017,"Działalność związana z kulturą, rozrywką i rekreacją",60,14254900000,792530000,655140000,88426000,552052000,1.907,226974000,2078387000,1660452000,0.028999999999999998,13853087000,2120570000,82552000,13568000,0.961,141297000,91148000,11396412000,141297000,0.909,1046000,,13626113000,0.024,1712030000,897759000,710000,306973000,240478000,13702848000,2.221,410755000,0.039,0.41700000000000004,281716000,336105000,111865000,94718000,,33269000,238661000,94840000,48927000,232538000,244385000,35714000
2018,"Działalność związana z kulturą, rozrywką i rekreacją",54,15552564000,748653000,601946000,145706000,559927000,1.5990000000000002,232724000,2252814000,1226066000,0.027000000000000003,15255716000,3226781000,76827000,14805000,0.9640000000000001,147131000,92368000,11611460000,147131000,0.923,17286000,,15022992000,0.027000000000000003,1872315000,1171102000,76000,254840000,188726000,14992637000,1.828,412796000,0.036000000000000004,0.444,268924000,417475000,92569000,62028000,,40512000,299629000,42008000,74080000,335628000,189150000,37495000
2019,"Działalność związana z kulturą, rozrywką i rekreacją",60,23277822000,782436000,627055000,268813000,586217000,1.575,324211000,2358664000,1569901000,0.019,22965427000,4141342000,89754000,14110000,0.975,151471000,84011000,18392912000,151471000,0.9390000000000001,690000,,22641216000,0.019,1977438000,1255881000,3264000,267817000,196219000,22691605000,1.781,434746000,0.025,0.467,259076000,431173000,87722000,73340000,,51064000,322755000,44578000,71081000,330358000,192309000,51069000
2020,"Działalność związana z kulturą, rozrywką i rekreacją",65,26734809000,550320000,447571000,666134000,54708000,1.131,138219000,2397985000,2157612000,-0.002,26344845000,4122382000,102454000,13783000,0.998,96927000,148656000,22278894000,96927000,0.9329999999999999,851000,,26206626000,-0.002,1937286000,1713529000,523000,308315000,495612000,26680101000,1.318,-42219000,0.002,0.277,320991000,-56431000,88442000,130169000,,68804000,347049000,81649000,84801000,315208000,489790000,54907000
2011,Transport i gospodarka magazynowa,912,88450539000,4173398000,3528423000,1983174000,2149201000,0.526,7427762000,25995317000,22292138000,0.017,83642083000,6527700000,9415128000,477022000,0.976,601346000,2346726000,75173503000,601346000,0.728,47605000,2153344000.0,76214321000,0.023,10844963000,20624616000,4295000,3543111000,2024197000,86297195000,1.131,1547855000,0.024,0.672,12491040000,1940880000,1437007000,2249266000,-4143000.0,1024496000,1885428000,1265345000,1625700000,8901819000,1980568000,1033614000
2012,Transport i gospodarka magazynowa,955,95160446000,4308116000,3587204000,3179501000,2362515000,0.547,6574017000,27987439000,23676382000,0.017,89683034000,5660567000,10117348000,429185000,0.975,774351000,2037564000,83447528000,774351000,0.691,29219000,2362129000.0,83109017000,0.006,12389715000,22633115000,3590000,4027501000,1945601000,92798317000,1.125,1588164000,0.025,0.675,13070062000,574939000,1639724000,1652658000,386000.0,996764000,1948726000,1449911000,1680576000,8853449000,1999040000,847086000
2013,Transport i gospodarka magazynowa,950,96172139000,4424213000,3730330000,3965751000,2889018000,0.551,5765605000,30555949000,27399382000,0.023,91473225000,4897397000,11047921000,412585000,0.97,695111000,1638470000,85258590000,695111000,0.794,38868000,2881241000.0,85707620000,0.013999999999999999,13886006000,25208997000,7260000,3865403000,1535195000,93290898000,1.1159999999999999,2193907000,0.03,0.747,14256596000,1317238000,1468227000,1496441000,7777000.0,1070412000,1952814000,833511000,1584864000,9378050000,1536423000,828483000
2014,Transport i gospodarka magazynowa,959,100722521000,4547685000,3730436000,3523209000,2985590000,0.611,5106547000,32940269000,33733458000,0.022000000000000002,95942148000,4377366000,10984363000,532428000,0.97,804558000,2076504000,89453152000,804558000,0.7709999999999999,36167000,2985973000.0,90835601000,0.022000000000000002,15222235000,24920007000,4390000,4050147000,1562095000,97736548000,1.209,2181032000,0.03,0.7909999999999999,14909211000,2111630000,1604977000,1829526000,-383000.0,1173731000,1674724000,730226000,1842920000,9164728000,1549404000,965903000
2015,Transport i gospodarka magazynowa,1006,105669566000,5775198000,4796518000,3359847000,4544905000,0.629,5483549000,35452392000,36931841000,0.034,100913683000,4753235000,11621549000,548249000,0.9570000000000001,982604000,1888158000,92837044000,982604000,0.8029999999999999,34390000,4545453000.0,95430134000,0.033,15705368000,24950578000,6425000,3909943000,1230293000,101124113000,1.31,3562301000,0.043,0.8109999999999999,16973234000,3323404000,1038375000,1645676000,-548000.0,1171164000,1961722000,845940000,1817935000,8960636000,1234217000,955855000
2016,Transport i gospodarka magazynowa,1025,116723393000,6085299000,5331352000,3774095000,4952992000,0.777,9445864000,42733602000,37424344000,0.036000000000000004,111603196000,8618602000,14100479000,1486806000,0.958,754181000,2045943000,99264980000,754181000,0.7320000000000001,38600000,,102157332000,0.033,20880668000,26869506000,8402000,4256182000,1132307000,111770401000,1.443,4198811000,0.042,0.787,17878664000,3719614000,1650606000,1840876000,,1258677000,2102581000,864015000,2840846000,11701866000,1132541000,1133424000
2017,Transport i gospodarka magazynowa,1115,131976397000,7419633000,6199888000,4225752000,6303774000,0.753,11053189000,48057308000,36742913000,0.039,125158847000,10087740000,16056216000,1500433000,0.9520000000000001,1218194000,1993416000,111657172000,1218194000,0.7909999999999999,48531000,,114105658000,0.027000000000000003,23382083000,31047420000,12767000,5052349000,1115859000,125672623000,1.411,5085580000,0.048,0.737,20411834000,3413935000,2095876000,1934295000,,1339940000,2480820000,1765201000,2947554000,13643708000,1114308000,1315837000
2018,Transport i gospodarka magazynowa,1116,142994915000,6624927000,5506797000,4654697000,5468517000,0.696,11417335000,52802725000,37815932000,0.028999999999999998,136551378000,10249438000,18358813000,1401847000,0.9620000000000001,1266838000,3033884000,122372840000,1266838000,0.7290000000000001,65077000,,125134043000,0.028999999999999998,24490266000,35184168000,24221000,5302556000,1156410000,137526398000,1.368,4201679000,0.038,0.72,23634116000,3929100000,2185134000,1870236000,,1577658000,2456677000,1140981000,3132317000,14635898000,1305118000,1546026000
2019,Transport i gospodarka magazynowa,1136,155900767000,7112854000,5887784000,4557921000,5850725000,0.698,12122660000,55781309000,40059558000,0.03,149362446000,10897398000,19277064000,1442272000,0.9620000000000001,1234195000,2658831000,134921675000,1234195000,0.7540000000000001,64058000,,137239786000,0.024,25675007000,36781041000,22072000,5425224000,1262129000,150050042000,1.3800000000000001,4616530000,0.038,0.763,25098382000,3543373000,2358171000,1572138000,,1764368000,2592029000,1113097000,3379407000,15933992000,1271254000,1628513000
