rok,rodzaj,przedsiębiorstwa objęte badaniem,przychody z całokształtu działalności (przychody ogółem),zysk brutto,zysk netto,kredyty bankowe i pożyczki,wynik finansowy brutto,wskaźnik płynności finansowej I stopnia,przychody netto ze sprzedaży towarów i materiałów,aktywa obrotowe,zobowiązania długoterminowe,wskaźnik rentowności obrotu netto,"przychody netto ze sprzedaży produktów, towarów i materiałów",wartość sprzedanych towarów i materiałów,należności krótkoterminowe z tytułu dostaw i usług,zapasy - towary,wskaźnik poziomu kosztów,obowiązkowe obciążenia wyniku finansowego brutto - podatek dochodowy,pozostałe koszty operacyjne,koszt sprzedanych produktów,obowiązkowe obciążenia wyniku finansowego brutto,udział przychodów przedsiębiorstw wykazujących zysk netto w przychodach z całokształtu działalności,zapasy - półprodukty i produkty w toku,wynik finansowy na działalności gospodarczej,przychody netto ze sprzedaży produktów,wskaźnik rentowności sprzedaży brutto,inwestycje krótkoterminowe,zobowiązania krótkoterminowe,zapasy - produkty gotowe,pozostałe przychody operacyjne,strata brutto,koszty uzyskania przychodów z całokształtu działalności (koszty ogółem),wskaźnik płynności finansowej II stopnia,wynik finansowy netto,wskaźnik rentowności obrotu brutto,udział liczby przedsiębiorstw wykazujących zysk netto w ogólnej liczbie przedsiębiorstw,należności krótkoterminowe,"wynik finansowy ze sprzedaży produktów, towarów i materiałów",pozostałe przychody operacyjne - dotacje,koszty finansowe,wynik zdarzeń nadzwyczajnych,zapasy - materiały,"zobowiązania krótkoterminowe z tytułu podatków, ceł, ubezpieczeń i innych świadczeń",przychody finansowe,zapasy,zobowiązania krótkoterminowe z tytułu dostaw i usług,strata netto,krótkoterminowe rozliczenia międzyokresowe
2014,Pozostała działalność usługowa,57,3353830000,296569000,239229000,78944000,287429000,0.44200000000000006,447361000,963889000,343735000,0.069,3175044000,380407000,441470000,24654000,0.914,57021000,43544000,2615843000,57021000,0.953,6495000,287426000.0,2727683000,0.055999999999999994,243204000,550796000,4286000,148233000,9140000,3066404000,1.345,230408000,0.086,0.772,497620000,178794000,8059000,26610000,3000.0,79479000,71656000,30553000,125982000,291846000,8821000,97083000
2015,Pozostała działalność usługowa,61,3821887000,317563000,268557000,147362000,306595000,0.568,367727000,1154375000,401179000,0.067,3679017000,312548000,479634000,18423000,0.92,49900000,46586000,3119249000,49900000,0.9400000000000001,15127000,306590000.0,3311290000,0.067,402025000,707536000,3682000,90950000,10968000,3515297000,1.364,256695000,0.08,0.8029999999999999,562828000,247220000,11567000,36914000,5000.0,92983000,75886000,51920000,130692000,344347000,11862000,58830000
2016,Pozostała działalność usługowa,56,3567010000,303749000,251979000,128471000,284585000,0.555,491818000,1140292000,459428000,0.065,3442603000,406264000,467953000,29034000,0.92,51577000,57776000,2783648000,51577000,0.843,1162000,,2950785000,0.073,389514000,701272000,1861000,91133000,19164000,3282425000,1.3780000000000001,233008000,0.08,0.8390000000000001,576756000,252691000,7719000,34737000,,96829000,73395000,33274000,130638000,326264000,18971000,43384000
2017,Pozostała działalność usługowa,55,3226270000,303666000,246766000,267908000,290600000,0.5860000000000001,378868000,986238000,359901000,0.07200000000000001,3115235000,325030000,373868000,11797000,0.91,56876000,25078000,2551485000,56876000,0.9420000000000001,1926000,,2736367000,0.077,403477000,688846000,3144000,47360000,13066000,2935670000,1.2309999999999999,233724000,0.09,0.782,444715000,238720000,4933000,34077000,,98719000,81712000,63675000,116209000,197572000,13042000,21837000
2018,Pozostała działalność usługowa,63,3839108000,396058000,323441000,176972000,325848000,0.469,306539000,1081800000,298173000,0.065,3722561000,250545000,493737000,16956000,0.915,75493000,27634000,3202192000,75493000,0.748,2267000,,3416022000,0.07200000000000001,360323000,768009000,3868000,56739000,70210000,3513260000,1.195,250355000,0.085,0.603,557267000,269824000,6029000,32889000,,97379000,109035000,59808000,121787000,290840000,73086000,42423000
2019,Pozostała działalność usługowa,56,4079894000,426995000,369100000,191789000,333490000,0.459,455194000,1129624000,1118241000,0.066,3928841000,352228000,482668000,30430000,0.918,63294000,20386000,3330812000,63294000,0.6890000000000001,2582000,,3473647000,0.063,377550000,822890000,8295000,50773000,93505000,3746404000,1.175,270196000,0.08199999999999999,0.6609999999999999,589653000,245801000,2067000,42978000,,78634000,87951000,100280000,121238000,297236000,98904000,41183000
2020,Pozostała działalność usługowa,55,3517559000,205152000,163486000,159392000,2435000,0.711,380920000,1229132000,1331059000,-0.013000000000000001,3331070000,312141000,340825000,24061000,0.9990000000000001,48028000,101182000,2982763000,48028000,0.331,1191000,,2950150000,0.011000000000000001,577016000,811569000,2017000,107415000,202717000,3515124000,1.357,-45593000,0.001,0.49100000000000005,523954000,36166000,31735000,119038000,,68411000,100150000,79074000,96093000,285660000,209079000,32069000
2011,Przetwórstwo przemysłowe,7267,948058168000,52568369000,45179012000,33779651000,46259198000,0.271,131321891000,317536901000,82671616000,0.040999999999999995,922556165000,111992434000,127938704000,7769215000,0.951,7261989000,10543429000,759488950000,7261989000,0.883,16427724000,46196099000.0,791234274000,0.055,58038292000,214412596000,28270570000,12307655000,6309171000,901862069000,0.966,38997209000,0.049,0.797,149099447000,51074781000,1357253000,19837256000,63099000.0,51409556000,14879359000,13194348000,105099992000,121045974000,6181803000,5299170000
2012,Przetwórstwo przemysłowe,7314,992550962000,50918151000,44054590000,51936056000,43876711000,0.277,141976176000,309408546000,79936660000,0.038,964409353000,123283068000,120390368000,7553000000,0.956,6607371000,12833118000,797379638000,6607371000,0.878,16963479000,43908248000.0,822433177000,0.045,56534481000,203994556000,30854537000,13125439000,7041440000,948642714000,0.9740000000000001,37269340000,0.044000000000000004,0.799,142058892000,43746647000,1570233000,15146890000,-31537000.0,49158731000,13598894000,15016170000,106040845000,108853341000,6785250000,4774328000
2013,Przetwórstwo przemysłowe,7212,997425953000,53458435000,47342420000,54436892000,46994864000,0.294,142618520000,320798920000,78515627000,0.040999999999999995,973084068000,120870865000,122505406000,7783228000,0.953,5855903000,11551203000,805044729000,5855903000,0.8640000000000001,17739411000,47029005000.0,830465548000,0.048,63049878000,214718872000,31526718000,13049751000,6463571000,950396948000,0.971,41138961000,0.047,0.8250000000000001,145525346000,47168474000,1554244000,12930151000,-34141000.0,48858680000,14591493000,11292134000,107291347000,113575445000,6203459000,4932349000
2014,Przetwórstwo przemysłowe,7170,1019021103000,54356992000,48222295000,51151364000,42563600000,0.33899999999999997,143657829000,340459921000,90550935000,0.036000000000000004,996883121000,120504659000,127880520000,8238938000,0.958,5507889000,11140793000,826644273000,5507889000,0.7809999999999999,18603232000,42446766000.0,853225292000,0.05,73631402000,216883640000,31240783000,12013912000,11793392000,976574337000,1.034,37055711000,0.042,0.841,150538100000,49734189000,1597793000,18284612000,116834000.0,48889881000,16404024000,10124070000,110730712000,112433279000,11166584000,5559707000
2015,Przetwórstwo przemysłowe,7241,1043732623000,62392681000,55156007000,57673567000,56237228000,0.337,136457740000,359107132000,89424212000,0.047,1019944983000,110810394000,130501033000,8645103000,0.946,7189131000,11343221000,851413604000,7189131000,0.913,19452726000,56176039000.0,883487243000,0.057,77372892000,229260599000,31760110000,12714286000,6155453000,987556584000,1.023,49048097000,0.054000000000000006,0.8470000000000001,157097085000,57720985000,1717779000,13989365000,61189000.0,53992249000,17637867000,11073354000,117890275000,117438224000,6107910000,6746880000
2016,Przetwórstwo przemysłowe,7344,1091353894000,72006317000,63030155000,56691471000,66203879000,0.331,138366265000,386783520000,97579820000,0.052000000000000005,1064002315000,111909257000,142063633000,9440522000,0.9390000000000001,9069393000,12016686000,886837723000,9069393000,0.905,21894101000,,925636050000,0.061,83908484000,253859034000,32906403000,13285729000,5802438000,1025150015000,0.9990000000000001,57134486000,0.061,0.836,169680679000,65255335000,1714013000,14386349000,,59946712000,19151431000,14065850000,126356890000,133311328000,5895669000,6837467000
2017,Przetwórstwo przemysłowe,7448,1199033995000,74511859000,64936534000,60793263000,67671966000,0.32299999999999995,163272063000,417336272000,94368048000,0.048,1168220650000,128746237000,153640165000,9671579000,0.9440000000000001,9631523000,11994031000,975710458000,9631523000,0.9,24679686000,,1004948587000,0.055,88101763000,272676510000,35839636000,14082994000,6839893000,1131362029000,0.996,58040443000,0.055999999999999994,0.828,183559922000,63763955000,1922866000,14911303000,,65575240000,19920421000,16730351000,138263406000,143656550000,6896091000,7411181000
2018,Przetwórstwo przemysłowe,7292,1264796568000,74119277000,63871955000,65599365000,67717669000,0.282,174595487000,432893086000,98665027000,0.045,1238575391000,138039205000,155489630000,10423753000,0.946,10414133000,12363612000,1032679676000,10416861000,0.899,26814026000,,1063979904000,0.055,81802311000,289965428000,39513927000,13756730000,6401608000,1197078899000,0.9329999999999999,57300808000,0.054000000000000006,0.823,188642474000,67856510000,1924063000,13996406000,,74147538000,19441321000,12464447000,154322637000,148547135000,6571147000,8125664000
2019,Przetwórstwo przemysłowe,7216,1320905571000,76277427000,65274855000,65574546000,68179162000,0.312,180436493000,455283031000,113303539000,0.043,1295013706000,142405079000,159309014000,11128014000,0.948,10997818000,13534925000,1085010199000,10997818000,0.903,27150181000,,1114577213000,0.052000000000000005,94912070000,304526365000,42448862000,15077929000,8098265000,1252726409000,0.941,57181344000,0.052000000000000005,0.8320000000000001,191516613000,67598428000,1948541000,11776206000,,75759743000,20272678000,10813936000,159781203000,155987336000,8093511000,9073145000
2020,Przetwórstwo przemysłowe,7133,1276470006000,76051832000,66073773000,67092037000,62291164000,0.344,162179803000,475479410000,126145154000,0.040999999999999995,1240133338000,123162642000,161474623000,11029679000,0.951,9573332000,17049553000,1052838401000,9573332000,0.7590000000000001,29217429000,,1077953535000,0.052000000000000005,106751454000,310338384000,40890453000,21958675000,13760668000,1214178842000,0.976,52717832000,0.049,0.833,196051325000,64132295000,4420361000,21128246000,,78858067000,21027932000,14377993000,163659445000,157446388000,13355941000,9017186000
2011,Działalność związana z obsługą rynku nieruchomości,499,20534205000,1568125000,1209391000,1390570000,1456663000,1.3090000000000002,419273000,13185349000,7847379000,0.054000000000000006,18925195000,284493000,2260387000,1209782000,0.929,355751000,591296000,17703407000,355751000,0.9,694496000,1458700000.0,18505922000,0.05,7614191000,5818011000,168996000,948495000,111462000,19075505000,1.797,1100912000,0.071,0.85,2842758000,937295000,26991000,496309000,-2037000.0,128002000,332025000,660515000,2224808000,2310612000,108479000,503592000
2012,Działalność związana z obsługą rynku nieruchomości,491,22181995000,1801716000,1470001000,866086000,1541687000,1.473,470101000,13421074000,9314101000,0.055999999999999994,20356481000,389985000,2434962000,893090000,0.93,305811000,724714000,18804490000,305811000,0.8740000000000001,641606000,1542732000.0,19886380000,0.057,7818892000,5307439000,269105000,885777000,260029000,20639263000,2.052,1235876000,0.07,0.845,3072732000,1162006000,36356000,720074000,-1045000.0,135796000,317090000,939737000,1959556000,2519017000,234125000,569894000
2013,Działalność związana z obsługą rynku nieruchomości,474,21382827000,2008653000,1670479000,985062000,1821384000,1.381,213023000,12521711000,9155030000,0.07,19421189000,189326000,2161712000,697279000,0.915,263618000,675611000,18115297000,324815000,0.885,743439000,1817781000.0,19208166000,0.057,7360521000,5329091000,293847000,1013143000,187269000,19565046000,1.8840000000000001,1496569000,0.085,0.833,2681375000,1116566000,39809000,584812000,3603000.0,65954000,473936000,948495000,1810412000,2271741000,173910000,669403000
2014,Działalność związana z obsługą rynku nieruchomości,477,21236156000,1825622000,1599161000,970782000,1325651000,1.492,371595000,12802938000,9025361000,0.053,19794319000,337047000,1901978000,665098000,0.937,134396000,535735000,18278749000,203311000,0.897,815477000,1332388000.0,19422724000,0.06,8026582000,5379578000,189846000,769185000,499971000,19903768000,1.9280000000000002,1122340000,0.062000000000000006,0.853,2342641000,1178523000,56986000,752237000,-6737000.0,71349000,364545000,672652000,1772925000,2230602000,476821000,660790000
2015,Działalność związana z obsługą rynku nieruchomości,478,21347407000,1815381000,1517609000,669037000,1722789000,1.423,358606000,13895836000,6705956000,0.067,20065528000,261855000,2883008000,715052000,0.92,229487000,508337000,18514155000,299488000,0.891,1148590000,1716365000.0,19706922000,0.064,7646586000,5372897000,194500000,827628000,92592000,19631042000,2.0669999999999997,1423301000,0.081,0.856,3461415000,1289518000,65645000,346695000,6424000.0,58378000,365662000,454251000,2123764000,2335753000,94308000,664071000
2016,Działalność związana z obsługą rynku nieruchomości,482,21081430000,1632959000,1360659000,794808000,1004384000,1.253,298184000,15003942000,5798456000,0.033,19826831000,191301000,3069522000,843748000,0.9520000000000001,265704000,856906000,18697569000,310085000,0.8890000000000001,1091219000,,19528647000,0.047,8344635000,6660323000,307615000,886876000,628575000,20077046000,1.7919999999999998,694299000,0.048,0.836,3587357000,937961000,81763000,331270000,,56388000,772587000,367723000,2311330000,2641207000,666360000,760620000
2017,Działalność związana z obsługą rynku nieruchomości,472,23755594000,2610106000,2300232000,1480995000,2360271000,1.121,467107000,17064399000,8331594000,0.085,21379820000,296911000,3132531000,993416000,0.9009999999999999,298747000,604173000,20005849000,340163000,0.887,1505239000,,20912713000,0.05,9229928000,8236720000,468607000,820880000,249835000,21395323000,1.5890000000000002,2020108000,0.099,0.8220000000000001,3856242000,1077060000,94331000,488390000,,58470000,403731000,1554894000,3037480000,2780909000,280124000,940749000
2018,Działalność związana z obsługą rynku nieruchomości,476,23828214000,2268052000,1918480000,1606787000,1855590000,1.22,346345000,19913530000,11397559000,0.063,21739892000,272418000,5456727000,1172827000,0.922,344370000,619510000,20392252000,363414000,0.898,1558888000,,21393547000,0.049,9587047000,7856670000,494130000,997698000,412462000,21972624000,1.981,1492176000,0.078,0.845,5980031000,1075222000,85394000,688444000,,59800000,408940000,1090624000,3312398000,2807688000,426304000,1034054000
2019,Działalność związana z obsługą rynku nieruchomości,464,23911813000,1995834000,1715705000,1796234000,1674832000,1.03,312069000,22523749000,12115498000,0.057999999999999996,22175958000,246278000,5771559000,1097625000,0.93,256419000,560160000,20948535000,286322000,0.893,2955543000,,21863889000,0.044000000000000004,9890914000,9599563000,405185000,827393000,321002000,22236981000,1.71,1388510000,0.07,0.8250000000000001,6523792000,981145000,76179000,482008000,,430479000,409153000,908462000,4957373000,2988409000,327195000,1151670000
2020,Działalność związana z obsługą rynku nieruchomości,470,25810439000,2471959000,2151270000,1651690000,1926483000,1.05,302888000,24719830000,13617488000,0.062000000000000006,23636947000,222288000,3044735000,1051951000,0.925,306857000,570562000,22246894000,326135000,0.8520000000000001,3743391000,,23334059000,0.049,11386774000,10845701000,506277000,746446000,545476000,23883956000,1.661,1600348000,0.075,0.8109999999999999,6629102000,1167765000,80973000,844212000,,60673000,492337000,1427046000,5410973000,3043355000,550922000,1292981000
2011,Budownictwo,1795,121207567000,5699151000,4790040000,5572486000,3599384000,0.40399999999999997,3477458000,61711315000,8881928000,0.023,117457273000,3112460000,21966125000,2346235000,0.97,828883000,2054242000,110133793000,828883000,0.809,7423904000,3639964000.0,113979815000,0.036000000000000004,15985550000,39547679000,1280337000,2428830000,2099767000,117567603000,1.046,2770501000,0.03,0.766,25394096000,4211020000,122991000,2267108000,-40580000.0,2209713000,3249334000,1321464000,13721334000,23034946000,2019539000,6610335000
2012,Budownictwo,1773,112143899000,5005063000,4375006000,6508094000,-199167000,0.397,3052080000,58346935000,8452895000,-0.005,107797671000,2675923000,19595883000,2071501000,1.002,315318000,2927963000,104562499000,315318000,0.7170000000000001,6783961000,-200602000.0,104745591000,0.005,15551948000,39161469000,1828600000,3054741000,5204230000,112344501000,0.978,-514485000,-0.002,0.726,22744772000,559249000,108933000,2178116000,1435000.0,1907495000,3098333000,1291487000,12967119000,22053455000,4889491000,7083096000
2013,Budownictwo,1575,95376486000,4289087000,3692762000,5885770000,1421846000,0.454,2683238000,55573520000,10230457000,0.009000000000000001,91703573000,2359924000,18954704000,1941408000,0.985,608445000,2033167000,87930507000,608445000,0.8240000000000001,6343412000,1422736000.0,89020335000,0.015,15786310000,34789480000,1636786000,2223954000,2867241000,93953750000,1.074,813401000,0.015,0.743,21570038000,1413142000,110737000,1630152000,-890000.0,1755167000,3123620000,1448959000,12095880000,19903497000,2879361000,6121292000
2014,Budownictwo,1413,101908765000,4959739000,4201352000,5772213000,3406074000,0.454,2625291000,55846302000,9069280000,0.027000000000000003,98171403000,2909211000,19847316000,1642359000,0.9670000000000001,654365000,2486832000,91678581000,654365000,0.853,5977906000,3404427000.0,95546112000,0.037000000000000005,16328812000,35980699000,1345427000,2073372000,1553665000,98504338000,1.0890000000000002,2751709000,0.033,0.8029999999999999,22842344000,3583611000,99552000,1429714000,1647000.0,1554264000,2477661000,1663990000,10958961000,19006850000,1449643000,5716185000
2015,Budownictwo,1354,105919708000,8990331000,8156201000,5345339000,7774446000,0.5750000000000001,2328169000,56488019000,9689119000,0.066,99350281000,2681246000,16943934000,1510457000,0.927,835611000,1793082000,92514084000,835611000,0.918,5870640000,7712907000.0,97022112000,0.042,20270457000,35259749000,1171721000,2280387000,1215885000,98206801000,1.149,6938835000,0.073,0.8470000000000001,20254386000,4154951000,83091000,1218389000,61539000.0,1431573000,2459017000,4289040000,10859057000,16972473000,1217366000,5104119000
2016,Budownictwo,1315,94447054000,6076833000,5358533000,3622956000,4538847000,0.546,2142587000,56043568000,9957475000,0.040999999999999995,89960316000,2619468000,17272145000,1735330000,0.9520000000000001,652489000,1589914000,84530439000,652489000,0.8270000000000001,7397508000,,87817729000,0.031000000000000003,17903999000,32794319000,1408234000,3004029000,1537986000,89908207000,1.1740000000000002,3886358000,0.048,0.7909999999999999,20585737000,2810409000,82318000,1168386000,,1643856000,2156313000,1482709000,12508556000,16345183000,1472175000,5045276000
2017,Budownictwo,1233,102769736000,5284546000,4448518000,3957462000,3801522000,0.46399999999999997,2120604000,61275294000,7320853000,0.027999999999999997,100009265000,2727991000,19004047000,1653934000,0.963,918275000,1731699000,93664903000,918275000,0.84,7865005000,,97888661000,0.036000000000000004,17449164000,37583757000,1333186000,1878625000,1483024000,98968214000,1.108,2883247000,0.037000000000000005,0.8079999999999999,24198219000,3616371000,45321000,843621000,,2021795000,2908861000,881846000,13429166000,18126523000,1565271000,6198745000
2018,Budownictwo,1224,117197355000,6633217000,5763459000,5188655000,5185222000,0.409,2377812000,63404206000,7974237000,0.037000000000000005,114291053000,2931579000,20916089000,1647510000,0.956,884011000,1616800000,106586734000,884011000,0.79,8304202000,,111913241000,0.042,15694729000,38345549000,1127818000,2018012000,1447995000,112012133000,1.102,4301211000,0.044000000000000004,0.841,26545203000,4772740000,44296000,877020000,,2521772000,3282439000,888290000,14193100000,19340505000,1462248000,6971174000
2019,Budownictwo,1202,121185722000,7455236000,6340608000,5280730000,5986778000,0.44,2368714000,68844833000,7696690000,0.04,117826458000,2924929000,23629575000,1587184000,0.951,1129274000,1744637000,109616072000,1129274000,0.8640000000000001,9602107000,,115457744000,0.045,18701163000,42543236000,1093389000,2328882000,1468458000,115198944000,1.102,4857504000,0.049,0.87,28195164000,5285457000,58043000,913306000,,2488311000,2985530000,1030382000,15460692000,20451448000,1483104000,6487814000
2020,Budownictwo,1211,119187902000,7909957000,6713117000,4288361000,6627548000,0.545,2522048000,72647863000,8502230000,0.046,115717875000,2081441000,22596944000,1643114000,0.9440000000000001,1190250000,1881899000,107424343000,1190250000,0.914,8054753000,,113195827000,0.054000000000000006,22784629000,41828831000,1639970000,2347335000,1282409000,112560354000,1.222,5437298000,0.055999999999999994,0.843,28310065000,6212091000,208196000,1172671000,,3455336000,2903515000,1122692000,15393069000,18552776000,1275819000,6160100000
2011,Ogółem,17346,2294301870000,142390088000,121126185000,75359894000,124886667000,0.381,843523695000,739064765000,235702098000,0.045,2208467421000,716249265000,271544354000,69506141000,0.946,20936342000,33134489000,1376126352000,20936342000,0.861,27777111000,124817422000.0,1364943726000,0.053,191182099000,501944956000,33225958000,39916522000,17503421000,2169484448000,1.0270000000000001,103950325000,0.054000000000000006,0.78,324391255000,116091804000,4971260000,43974342000,69245000.0,64369626000,40246815000,45917927000,197893888000,274688727000,17175860000,25597523000
2012,Ogółem,17594,2383226666000,123534335000,105437433000,111129893000,99371999000,0.341,889333598000,717571423000,240892402000,0.034,2299319073000,756088974000,264980339000,71689028000,0.958,17255059000,42650896000,1444115665000,17255059000,0.8440000000000001,27691936000,99358532000.0,1409985475000,0.043,170920500000,501072903000,38258152000,44809936000,24162336000,2283868134000,0.9740000000000001,82116940000,0.042,0.768,317338270000,99114434000,5640718000,41012599000,13467000.0,63324955000,37404437000,39097657000,203896214000,264448323000,23320493000,25416439000
2013,Ogółem,17239,2392594153000,128048544000,111047493000,115319734000,108113485000,0.35000000000000003,908902556000,737915241000,261819359000,0.038,2312285797000,765823478000,268608640000,74941831000,0.9550000000000001,15944854000,34856841000,1447109953000,16006051000,0.853,27905204000,108109638000.0,1403383241000,0.043,183072471000,523091829000,38364843000,45497014000,19935059000,2284484515000,0.968,92107434000,0.045,0.7959999999999999,323286840000,99352366000,6032229000,36694243000,3847000.0,62913672000,39922792000,34811342000,207336856000,270156821000,18940059000,24219074000
2014,Ogółem,17022,2442964745000,132352000000,115546010000,105713529000,105685934000,0.389,916013669000,768733636000,312885467000,0.037000000000000005,2359391117000,768966859000,275197842000,77538550000,0.9570000000000001,15458428000,35415661000,1484961563000,15527343000,0.821,28334818000,105539117000.0,1443377448000,0.045,201963694000,519204088000,37665924000,42031273000,26666066000,2337425628000,1.025,90158591000,0.043,0.816,330359747000,105462695000,6341224000,48081545000,146817000.0,62547968000,39712326000,41542355000,212556381000,269925817000,25387419000,23853814000
2015,Ogółem,17194,2520937778000,138473569000,120485213000,121041601000,108215150000,0.383,945918691000,806896995000,325829439000,0.036000000000000004,2444802181000,790114772000,283182854000,82032658000,0.9570000000000001,16604037000,35519860000,1543999095000,16674038000,0.856,29543764000,108177192000.0,1498883490000,0.045,212141196000,554250687000,37627215000,41134142000,30258419000,2412760586000,1.01,91541112000,0.043,0.828,347473032000,110688314000,6282049000,43126859000,37958000.0,66546710000,42246659000,35001455000,223558609000,277950921000,28944101000,23724158000
2016,Ogółem,17481,2620280824000,154837782000,134397221000,126896100000,131417689000,0.38799999999999996,988920824000,872218461000,359827082000,0.042,2537839249000,820124249000,309344138000,91484760000,0.9500000000000001,20310187000,39101218000,1590579849000,20354568000,0.8570000000000001,33829642000,,1548918425000,0.05,230952630000,594891910000,38161876000,45729728000,23420093000,2488863135000,1.02,111063121000,0.05,0.8150000000000001,375647805000,127135151000,7535030000,39057819000,,72392364000,45210676000,36711847000,240292326000,307990571000,23334100000,25325700000
2017,Ogółem,17852,2865057611000,168721363000,145290122000,132994609000,150074030000,0.384,1085735500000,956153126000,355090847000,0.044000000000000004,2771747618000,893848082000,341733059000,100895449000,0.948,23636760000,40580469000,1743154030000,23678176000,0.8740000000000001,38893490000,,1686012118000,0.049,249750313000,649548948000,41303856000,48855689000,18647333000,2714983581000,1.022,126395854000,0.052000000000000005,0.809,414355824000,134745506000,10112470000,37401000000,,79604028000,47815427000,44454304000,265097822000,340529829000,18894268000,26949167000
